MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,SILVER,BIRLASLAMC - SILVER,       229.64,       230.51,       233.49,       230.51,       232.64,                179208505.07,770617,6547,       371.89,       121.44,PHYSICAL PRICE OF SILVER
N,EQ,SILVER001,QUANT_AMC - SILVER001,        23.25,        23.72,        23.83,        23.26,        23.54,                   333441.82,14165,62,        28.00,        22.00,COMMODITY - SILVER
N,EQ,SILVER1,KOTAKMAMC - KOTAKSILVE,        22.28,        22.40,        22.77,        22.40,        22.60,                133621674.52,5918854,5053,       388.00,        17.77,KOTAK SILVER ETF
N,EQ,SILVER360,360ONEAMC - SILVER360,       226.38,       227.40,       229.69,       227.40,       229.11,                  3253999.30,14214,265,       358.00,       120.00,COMMODITY-SILVER
N,EQ,SILVERADD,DSPAMC - DSPSILVETF,        22.19,        22.36,        22.57,        22.31,        22.44,                 63979878.04,2849876,5395,       390.00,        21.64,DSP SILVER ETF
N,EQ,SILVERAG,MIRAEAMC - MASILVER,       224.43,       229.69,       229.69,       225.34,       227.02,                 27816770.35,122655,2180,       380.00,       118.27,MIRAE ASSET SILVER ETF
N,EQ,SILVERAXIS,AXISAMC-SILVERAXIS,       228.73,       230.02,       232.50,       230.02,       231.46,                 33498383.82,144700,1362,       390.01,       118.65,AXIS SILVER ETF
N,EQ,SILVERBEES,NIPPONAMC - NETFSILVER,       219.88,       222.12,       223.74,       221.25,       222.78,               3580788752.88,16085668,52588,       360.00,       117.20,DOMESTIC PRICE OF SILVER- BASED ON LBMA SILVER DAILY SPOT FIXING PRICE
N,EQ,SILVERBETA,UTIAMC-SILVERBETA,       221.96,       223.12,       225.86,       223.12,       224.83,                 64896810.10,288687,2092,       379.66,       117.84,UTI SILVER EXCHANGE TRADED FUND (UTI SILVER ETF)
N,EQ,SILVERBND,BANDHANAMC - SILVERBND,       230.37,       233.10,       234.35,       232.14,       233.61,                  3142247.16,13449,530,       389.00,       180.00,COMMODITY - SILVER
N,EQ,SILVERCASE,ZERODHAAMC - SILVERCASE,        23.30,        23.30,        23.88,        23.30,        23.61,                132380172.22,5606876,5687,        38.01,        12.40,COMMODITY-SILVER
N,EQ,SILVERIETF,ICICIPRAMC - ICICISILVE,       229.94,       232.88,       233.46,       230.51,       232.48,                578673745.86,2490162,13707,       373.50,       121.82,DOMESTIC PRICE OF SILVER
N,EQ,SMALL250,MIRAEAMC - SMALL250,        18.51,        18.75,        18.75,        18.51,        18.54,                  3617900.02,194876,593,        19.95,        14.16,NIFTY SMALLCAP 250
N,EQ,SMALLADD,DSPAMC - SMALLADD,        18.56,        18.66,        18.70,        18.49,        18.53,                  1267870.08,67956,114,        19.50,        14.01,NIFTY SMALLCAP 250 INDEX
N,EQ,SMALLCAP,MIRAEAMC - SMALLCAP,        49.06,        49.25,        49.40,        47.73,        48.90,                171723810.58,3500382,3340,        54.50,        37.34,MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF
N,EQ,SMALLGROWW,GROWWAMC - SMALLGROWW,        48.96,        39.41,        49.79,        39.41,        49.06,                   302441.74,6170,93,        50.84,        39.41,NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 INDEX TRI
N,EQ,SMALLIETF,ICICIPRAMC - SMALLIETF,        18.54,        18.89,        19.00,        18.45,        18.57,                  1210578.86,65128,138,        19.49,        17.43,NIFTY SMALLCAP 250 INDEX
N,EQ,SML100CASE,ZERODHAAMC - SML100CASE,        11.41,        11.49,        11.50,        11.40,        11.43,                 26331470.76,2300711,1744,        11.74,         8.50,NIFTY SMALLCAP 100 INDEX
N,EQ,SNXT30BEES,NIPPONAMC - SNXT30BEES,        42.43,        42.76,        42.76,        42.42,        42.58,                   353869.13,8325,54,        44.56,        36.83,BSE SENSEX NEXT 30 INDEX
N,EQ,SNXT50BETA,UTIAMC-SNXT50BETA,        95.56,        96.31,        96.58,        94.50,        94.98,                    69590.11,727,81,       102.25,        77.11,BSE SENSEX NEXT 50
N,EQ,TATAGOLD,TATAAML-TATAGOLD,        14.82,        14.82,        15.04,        14.82,        14.94,                661636801.23,44264152,64376,        17.70,         9.75,TATA GOLD EXCHANGE TRADED FUND
N,EQ,TATSILV,TATAAML-TATSILV,        22.34,        22.35,        22.79,        22.35,        22.62,                779462472.34,34470366,38486,        35.10,        11.63,TATA SILVER EXCHANGE TRADED FUND
N,EQ,TECH,BIRLASLAMC - TECH,        33.82,        33.99,        34.62,        33.33,        33.81,                   626937.56,18515,177,        49.41,        28.00,NIFTY IT TRI INDEX
N,EQ,TNIDETF,TATAAML - TNIDETF,        91.01,        88.73,        92.17,        88.73,        90.94,                  5242685.58,57515,389,       103.26,        74.50,NIFTY INDIA DIGITAL INDEX
N,EQ,TOP100CASE,ZERODHAAMC - TOP100CASE,        10.52,        10.54,        10.57,        10.50,        10.54,                  5255212.29,498182,1015,        11.57,         9.48,ZERODHA NIFTY 100 ETF
N,EQ,TOP10ADD,DSPAMC - TOP10ADD,        87.79,        88.04,        88.30,        87.81,        87.98,                 26921733.59,305895,452,       103.04,        83.05,NIFTY TOP 10 EQUAL WEIGHT INDEX
N,EQ,TOP15IETF,ICICIPRAMC - TOP15IETF,         9.82,         9.81,         9.95,         9.78,         9.82,                   873341.70,89010,186,        11.36,         9.15,NIFTY TOP 15 EQUAL WEIGHT INDEX
N,EQ,TOP20,MIRAEAMC - TOP20,         8.88,         8.90,         8.91,         8.86,         8.88,                   254093.72,28580,118,         9.99,         8.00,NIFTY TOP 20 EQUAL WEIGHT
N,EQ,TWCGOLDETF,WEALTH - TWCGOLDETF,       152.19,       152.95,       153.52,       152.54,       152.93,                   800235.80,5230,119,       187.98,       123.31,COMMODITY
N,EQ,UNIONGOLD,UNIONAMC - UNIONGOLD,       149.60,       153.10,       153.10,       150.15,       150.20,                   238019.85,1581,74,       177.00,       101.45,COMMODITY GOLD
N,EQ,VAL30IETF,ICICIPRAMC - VAL30IETF,        15.14,        15.24,        15.24,        15.11,        15.19,                  1695743.98,111743,332,        17.70,        12.27,NIFTY200 VALUE 30 INDEX
N,EQ,VALUE,MIRAEAMC - VALUE,        16.09,        16.12,        16.17,        16.07,        16.15,                   256288.91,15902,52,        19.69,        14.83,NIFTY 500 VALUE 50
N,EQ,VALUEAXIS,AXISAMC-VALUEAXIS,        32.71,        32.60,        32.90,        32.55,        32.88,                   657617.04,20010,231,        39.00,        26.76,NIFTY500 VALUE 50 TRI
